Complaint_ID,User_Name,Location,Input_Type,Complaint_Text,Category,Severity,Status,Date,Accuracy
CMP802121,User_57503,Chennai,Call Center,A group of people are creating a nuisance by consuming alcohol in the public park.,Public Safety & Law Issues,Low,Open,2025-07-04,0.95
CMP802122,User_76275,Trichy,Web Portal,There is a continuous leak in the public water tap located near the community park.,Water Supply Issues,High,In Progress,2025-12-23,0.95
CMP802123,User_30891,Thanjavur,Web Portal,Requesting the installation of new street lights in the dark alleys of the colony.,Road & Infrastructure Issues,Medium,Resolved,2025-11-12,0.95
CMP802124,User_92726,Chennai,Web Portal,The information provided by the help desk at the Collectorate is misleading.,Government Service Delivery Issues,Low,Resolved,2025-10-29,0.95
CMP802125,User_32722,Erode,Mobile App,The CCTV cameras installed at the main junction are non-functional.,Public Safety & Law Issues,Medium,Resolved,2025-10-16,0.95
CMP802126,User_27357,Vellore,Call Center,An electricity transformer is sparking continuously and producing a loud humming noise.,Electricity Issues,High,In Progress,2025-06-15,0.95
CMP802127,User_64469,Thanjavur,Call Center,Doctors at the government clinic are referring patients to private pharmacies for profit.,Health & Medical Issues,Low,In Progress,2025-10-08,0.95
CMP802128,User_81596,Salem,Mobile App,Frequent unannounced power cuts are happening every two hours throughout the day.,Electricity Issues,Medium,Open,2025-09-05,0.95
CMP802129,User_70825,Trichy,Web Portal,There is a dispute regarding the boundary wall between two private properties.,General Administrative Department,Low,Open,2025-11-11,0.95
CMP802130,User_80541,Madurai,Mobile App,A large pack of stray dogs is roaming the street and attacking pedestrians.,Animal & Wildlife Issues,Medium,Open,2025-11-06,0.95
CMP802131,User_36525,Salem,Call Center,The management of the local temple is not maintaining the premises properly.,General Administrative Department,Medium,Open,2025-10-04,0.95
CMP802132,User_79468,Madurai,Mobile App,The sanitation workers are demanding extra money for regular waste collection.,Garbage & Sanitation Issues,High,Resolved,2026-01-06,0.95
CMP802133,User_20644,Kanchipuram,Mobile App,Loud music is being played at a nearby function hall well past midnight.,Public Safety & Law Issues,Low,Resolved,2025-06-09,0.95
CMP802134,User_96832,Madurai,Web Portal,The mid-day meal served to the children is unhygienic and lacks nutrition.,Education & School Issues,High,Open,2025-07-08,0.95
CMP802135,User_16106,Salem,Call Center,The application for my community certificate has been pending for over three months.,Government Service Delivery Issues,Low,Open,2025-07-31,0.95
CMP802136,User_35215,Coimbatore,Call Center,Sewage water is getting mixed with the drinking water line due to a pipe crack.,Water Supply Issues,Low,In Progress,2025-05-28,0.95
CMP802137,User_52023,Chennai,Mobile App,The medical staff at the PHC are being rude and uncooperative with the elderly.,Health & Medical Issues,Medium,In Progress,2025-10-21,0.95
CMP802138,User_11783,Kanchipuram,Call Center,"Rabid dogs have been sighted in the area, posing a danger to local residents.",Animal & Wildlife Issues,Medium,Resolved,2025-07-04,0.95
CMP802139,User_95979,Erode,Call Center,The speed breaker near the hospital is not painted and is invisible at night.,Road & Infrastructure Issues,Low,Open,2026-02-13,0.95
CMP802140,User_91574,Salem,Mobile App,"Unauthorized motor pumps are being used by some residents, affecting the supply to others.",Water Supply Issues,Low,Open,2025-12-10,0.95
CMP802141,User_24349,Madurai,Call Center,Permission is requested for conducting a religious procession on the main street.,General Administrative Department,Medium,In Progress,2025-10-17,0.95
CMP802142,User_18807,Chennai,Web Portal,"The street lights on the main road are not functioning, making it unsafe for commuters.",Electricity Issues,Low,Open,2025-11-26,0.95
CMP802143,User_28952,Vellore,Web Portal,The drinking water supplied in our colony has a brownish tint and a foul smell.,Water Supply Issues,High,In Progress,2025-10-09,0.95
CMP802144,User_20305,Coimbatore,Web Portal,The bridge connecting the two villages has developed visible cracks on the pillars.,Road & Infrastructure Issues,Low,In Progress,2025-10-17,0.95
CMP802145,User_39631,Kanchipuram,Call Center,Permission is requested for conducting a religious procession on the main street.,General Administrative Department,High,In Progress,2025-04-13,0.95
CMP802146,User_47881,Chennai,Web Portal,We have not received any water supply for the past three consecutive days in our area.,Water Supply Issues,High,In Progress,2025-09-05,0.95
CMP802147,User_68160,Thanjavur,Mobile App,"Several teacher posts are vacant in the high school, affecting the students' syllabus.",Education & School Issues,Low,Resolved,2025-12-18,0.95
CMP802148,User_44003,Salem,Web Portal,"The compound wall of the school has collapsed, allowing stray animals to enter.",Education & School Issues,Medium,Open,2025-11-28,0.95
CMP802149,User_68392,Trichy,Web Portal,The speed breaker near the hospital is not painted and is invisible at night.,Road & Infrastructure Issues,High,In Progress,2025-05-20,0.95
CMP802150,User_86882,Tirunelveli,Web Portal,I have received an abnormally high electricity bill despite minimal usage this month.,Electricity Issues,High,Open,2025-09-12,0.95
CMP802151,User_67560,Vellore,Web Portal,The fans and lights in the classrooms are not working for the last two months.,Education & School Issues,Low,Resolved,2025-12-03,0.95
CMP802152,User_39638,Tirunelveli,Web Portal,The digital meter in my premises is running too fast and needs a technical check.,Electricity Issues,High,Resolved,2025-05-31,0.95
CMP802153,User_72676,Erode,Mobile App,Permission is requested for conducting a religious procession on the main street.,General Administrative Department,Low,In Progress,2025-03-24,0.95
CMP802154,User_95674,Erode,Web Portal,A mobile tower is being installed in a residential zone without proper permits.,General Administrative Department,Medium,In Progress,2025-03-26,0.95
CMP802155,User_77705,Madurai,Mobile App,The officer in charge of the ration card section is always absent from his seat.,Government Service Delivery Issues,High,Resolved,2025-03-22,0.95
CMP802156,User_92933,Madurai,Call Center,"The local water storage tank has not been cleaned in several months, posing a health risk.",Water Supply Issues,Medium,In Progress,2025-09-10,0.95
CMP802157,User_75603,Chennai,Mobile App,"The public garbage bin is overflowing, and waste is scattered all over the street.",Garbage & Sanitation Issues,Medium,In Progress,2025-11-10,0.95
CMP802158,User_63765,Tirunelveli,Mobile App,"The street lights on the main road are not functioning, making it unsafe for commuters.",Electricity Issues,High,Open,2025-10-17,0.95
CMP802159,User_10430,Tirunelveli,Web Portal,The application for my community certificate has been pending for over three months.,Government Service Delivery Issues,Medium,Open,2025-04-26,0.95
CMP802160,User_68051,Chennai,Mobile App,Wildlife from the nearby forest has entered the farm fields and destroyed crops.,Animal & Wildlife Issues,Medium,Open,2026-01-16,0.95
CMP802161,User_89785,Thanjavur,Web Portal,"The water pressure is extremely low, making it impossible to fill overhead tanks.",Water Supply Issues,High,In Progress,2025-06-06,0.95
CMP802162,User_24518,Erode,Mobile App,I am not being provided with a receipt for the fees paid at the municipal office.,Government Service Delivery Issues,Medium,Resolved,2025-05-16,0.95
CMP802163,User_24972,Coimbatore,Mobile App,Wildlife from the nearby forest has entered the farm fields and destroyed crops.,Animal & Wildlife Issues,Low,In Progress,2025-04-29,0.95
CMP802164,User_12196,Erode,Web Portal,The cooling system in the hospital mortuary is not working properly.,Health & Medical Issues,High,Open,2025-12-06,0.95
CMP802165,User_93027,Trichy,Call Center,Unauthorized shops and stalls have encroached upon the entire width of the footpath.,Public Safety & Law Issues,Medium,Resolved,2025-10-17,0.95
CMP802166,User_10854,Trichy,Web Portal,The sanitation workers are demanding extra money for regular waste collection.,Garbage & Sanitation Issues,Medium,Open,2025-10-12,0.95
CMP802167,User_13229,Kanchipuram,Call Center,"A portion of the pavement has collapsed, making it difficult for pedestrians to walk.",Road & Infrastructure Issues,High,Resolved,2025-10-12,0.95
CMP802168,User_90656,Salem,Web Portal,The E-Seva center in our area remains closed during official working hours.,Government Service Delivery Issues,High,Open,2026-02-02,0.95
CMP802169,User_55074,Vellore,Call Center,Requesting the installation of new street lights in the dark alleys of the colony.,Road & Infrastructure Issues,Medium,Open,2025-10-14,0.95
CMP802170,User_61008,Madurai,Web Portal,The drinking water supplied in our colony has a brownish tint and a foul smell.,Water Supply Issues,High,Resolved,2025-03-31,0.95
CMP802171,User_38322,Madurai,Mobile App,The power cable connecting to our house has snapped due to heavy winds.,Electricity Issues,High,Resolved,2025-09-22,0.95
CMP802172,User_55210,Thanjavur,Web Portal,"Desks and benches are broken, and children are forced to sit on the floor.",Education & School Issues,High,Open,2025-04-13,0.95
CMP802173,User_95776,Coimbatore,Web Portal,The trust managing the community hall is overcharging for local residents' bookings.,General Administrative Department,Medium,In Progress,2026-02-11,0.95
CMP802174,User_55680,Salem,Web Portal,"The school playground is filled with thorns and stones, making it unsafe for play.",Education & School Issues,Medium,In Progress,2025-03-02,0.95
CMP802175,User_10265,Kanchipuram,Call Center,"The hospital premises are very dirty, and the washrooms are not being cleaned.",Health & Medical Issues,High,Open,2025-04-05,0.95
CMP802176,User_38824,Chennai,Mobile App,A mobile tower is being installed in a residential zone without proper permits.,General Administrative Department,Low,Open,2025-07-26,0.95
CMP802177,User_91405,Vellore,Mobile App,A local provision store has illegally extended its roof over the public drain.,General Administrative Department,Medium,Open,2025-11-03,0.95
CMP802178,User_76067,Thanjavur,Web Portal,The garbage collection truck has not visited our street for the last ten days.,Garbage & Sanitation Issues,Medium,Open,2026-01-17,0.95
CMP802179,User_58528,Chennai,Call Center,"Street dogs are chasing bikers at night, leading to serious road accidents.",Public Safety & Law Issues,Medium,Open,2025-10-04,0.95
CMP802180,User_92402,Trichy,Web Portal,The E-Seva center in our area remains closed during official working hours.,Government Service Delivery Issues,Low,Resolved,2025-06-08,0.95
CMP802181,User_76394,Coimbatore,Mobile App,The valve man has not turned on the supply at the scheduled morning time for a week.,Water Supply Issues,Low,Resolved,2026-02-17,0.95
CMP802182,User_69999,Thanjavur,Web Portal,Requesting the shifting of an electric pole that is blocking the entrance to our gate.,Electricity Issues,Low,Open,2025-03-12,0.95
CMP802183,User_95869,Kanchipuram,Web Portal,There is a conflict regarding the ownership of the common land used for festivals.,General Administrative Department,High,Open,2025-10-05,0.95
CMP802184,User_44182,Coimbatore,Web Portal,The staff at the Taluk office are demanding a bribe to process my house patta.,Government Service Delivery Issues,Medium,Open,2025-03-22,0.95
CMP802185,User_37118,Erode,Web Portal,"Heavy vehicles are entering the narrow residential street, damaging the road surface.",Road & Infrastructure Issues,Medium,Open,2025-07-14,0.95
CMP802186,User_47882,Erode,Call Center,Frequent unannounced power cuts are happening every two hours throughout the day.,Electricity Issues,Low,Open,2025-08-10,0.95
CMP802187,User_90858,Salem,Mobile App,It is very difficult to get an appointment for Aadhaar card correction in our zone.,Government Service Delivery Issues,Low,Open,2025-04-17,0.95
CMP802188,User_50595,Trichy,Mobile App,A stray bull has damaged several parked cars in the market parking area.,Animal & Wildlife Issues,High,Resolved,2025-07-29,0.95
CMP802189,User_90714,Madurai,Mobile App,My old age pension has stopped coming without any prior notice or reason.,Government Service Delivery Issues,High,In Progress,2025-07-29,0.95
CMP802190,User_84166,Vellore,Mobile App,"Road expansion work has been left incomplete for months, causing massive dust pollution.",Road & Infrastructure Issues,Medium,Open,2025-05-26,0.95
CMP802191,User_28521,Chennai,Mobile App,The birth certificate issued to me contains several spelling errors in the name.,Government Service Delivery Issues,High,Resolved,2026-01-28,0.95
CMP802192,User_22061,Salem,Web Portal,I have received an abnormally high electricity bill despite minimal usage this month.,Electricity Issues,High,Resolved,2026-02-10,0.95
CMP802193,User_25145,Madurai,Web Portal,"A portion of the pavement has collapsed, making it difficult for pedestrians to walk.",Road & Infrastructure Issues,Low,Resolved,2026-02-10,0.95
CMP802194,User_51318,Trichy,Mobile App,"The main road is filled with deep potholes, causing frequent two-wheeler accidents.",Road & Infrastructure Issues,High,In Progress,2025-07-04,0.95
CMP802195,User_75291,Salem,Call Center,The public toilet in the market area is extremely unhygienic and has no water.,Garbage & Sanitation Issues,Low,Open,2025-10-10,0.95
CMP802196,User_55545,Salem,Call Center,There is a dispute regarding the boundary wall between two private properties.,General Administrative Department,Medium,Open,2026-02-03,0.95
CMP802197,User_69912,Trichy,Web Portal,There is a dispute regarding the boundary wall between two private properties.,General Administrative Department,Medium,Open,2025-10-25,0.95
CMP802198,User_97271,Erode,Call Center,Unmarked road cuttings for cable work have not been filled back properly.,Road & Infrastructure Issues,High,In Progress,2025-03-05,0.95
CMP802199,User_61801,Tirunelveli,Mobile App,Permission is requested for conducting a religious procession on the main street.,General Administrative Department,Low,Open,2025-04-02,0.95
CMP802200,User_14418,Erode,Web Portal,Wildlife from the nearby forest has entered the farm fields and destroyed crops.,Animal & Wildlife Issues,Medium,Resolved,2025-04-22,0.95
CMP802201,User_86051,Thanjavur,Web Portal,The traffic signal at the main crossroad is stuck on red for all directions.,Public Safety & Law Issues,Medium,In Progress,2025-08-13,0.95
CMP802202,User_60148,Tirunelveli,Mobile App,I am not being provided with a receipt for the fees paid at the municipal office.,Government Service Delivery Issues,High,Open,2026-01-05,0.95
CMP802203,User_99020,Kanchipuram,Mobile App,I am not being provided with a receipt for the fees paid at the municipal office.,Government Service Delivery Issues,Medium,Open,2025-07-26,0.95
CMP802204,User_33946,Kanchipuram,Call Center,There is a terrible stench in the area due to animal waste dumped in the open.,Garbage & Sanitation Issues,Low,Resolved,2025-05-31,0.95
CMP802205,User_84188,Madurai,Mobile App,We have not received any water supply for the past three consecutive days in our area.,Water Supply Issues,High,In Progress,2025-08-18,0.95
CMP802206,User_83924,Trichy,Mobile App,Live electrical wires are hanging dangerously low near the school entrance.,Electricity Issues,Medium,In Progress,2025-12-30,0.95
CMP802207,User_77130,Tirunelveli,Web Portal,"An open drainage line is blocked, causing sewage water to overflow onto the road.",Garbage & Sanitation Issues,Medium,Resolved,2025-08-28,0.95
CMP802208,User_65182,Trichy,Mobile App,"The local water storage tank has not been cleaned in several months, posing a health risk.",Water Supply Issues,High,In Progress,2025-02-27,0.95
CMP802209,User_54278,Erode,Web Portal,A stray bull has damaged several parked cars in the market parking area.,Animal & Wildlife Issues,Medium,Open,2025-11-13,0.95
CMP802210,User_26133,Trichy,Call Center,A group of people are creating a nuisance by consuming alcohol in the public park.,Public Safety & Law Issues,High,In Progress,2025-11-28,0.95
CMP802211,User_69036,Erode,Mobile App,Unauthorized shops and stalls have encroached upon the entire width of the footpath.,Public Safety & Law Issues,Medium,In Progress,2025-06-07,0.95
CMP802212,User_45036,Thanjavur,Call Center,The local government hospital is lacking basic medicines like paracetamol and insulin.,Health & Medical Issues,Medium,In Progress,2025-11-30,0.95
CMP802213,User_40775,Chennai,Web Portal,The local cemetery is overgrown with weeds and lacks proper fencing.,General Administrative Department,High,Open,2025-08-31,0.95
CMP802214,User_74750,Chennai,Call Center,The management of the local temple is not maintaining the premises properly.,General Administrative Department,Medium,Resolved,2025-06-07,0.95
CMP802215,User_95301,Madurai,Mobile App,The staff at the Taluk office are demanding a bribe to process my house patta.,Government Service Delivery Issues,Low,Resolved,2025-08-04,0.95
CMP802216,User_48233,Tirunelveli,Mobile App,The traffic signal at the main crossroad is stuck on red for all directions.,Public Safety & Law Issues,Low,Open,2025-03-23,0.95
CMP802217,User_40019,Salem,Web Portal,Mosquitoes are breeding heavily in the stagnant sewage water near our apartment.,Garbage & Sanitation Issues,Low,Open,2025-02-27,0.95
CMP802218,User_98334,Vellore,Call Center,The local government hospital is lacking basic medicines like paracetamol and insulin.,Health & Medical Issues,High,In Progress,2025-12-02,0.95
CMP802219,User_57442,Trichy,Web Portal,Permission is requested for conducting a religious procession on the main street.,General Administrative Department,High,Open,2026-02-23,0.95
CMP802220,User_64020,Tirunelveli,Mobile App,The traffic signal at the main crossroad is stuck on red for all directions.,Public Safety & Law Issues,Medium,Open,2025-08-07,0.95
CMP802221,User_64219,Kanchipuram,Call Center,"The street lights on the main road are not functioning, making it unsafe for commuters.",Electricity Issues,Medium,Resolved,2025-07-04,0.95
CMP802222,User_42578,Trichy,Mobile App,The information provided by the help desk at the Collectorate is misleading.,Government Service Delivery Issues,Low,In Progress,2025-06-02,0.95
CMP802223,User_67704,Chennai,Web Portal,Suspicious individuals have been seen wandering around the residential area lately.,Public Safety & Law Issues,High,Resolved,2025-11-19,0.95
CMP802224,User_38271,Thanjavur,Call Center,Sewage water is getting mixed with the drinking water line due to a pipe crack.,Water Supply Issues,Medium,Resolved,2025-06-06,0.95
CMP802225,User_37086,Erode,Call Center,The valve man has not turned on the supply at the scheduled morning time for a week.,Water Supply Issues,Medium,In Progress,2025-08-17,0.95
CMP802226,User_86338,Salem,Mobile App,A mobile tower is being installed in a residential zone without proper permits.,General Administrative Department,Medium,Resolved,2025-12-03,0.95
CMP802227,User_61768,Trichy,Mobile App,High voltage fluctuations have damaged several electronic appliances in our house.,Electricity Issues,Medium,In Progress,2025-03-16,0.95
CMP802228,User_58232,Salem,Mobile App,The local cemetery is overgrown with weeds and lacks proper fencing.,General Administrative Department,Medium,Open,2025-07-23,0.95
CMP802229,User_22399,Erode,Call Center,The drinking water supplied in our colony has a brownish tint and a foul smell.,Water Supply Issues,Medium,Resolved,2025-09-04,0.95
CMP802230,User_10525,Salem,Web Portal,There is a terrible stench in the area due to animal waste dumped in the open.,Garbage & Sanitation Issues,High,In Progress,2025-08-30,0.95
CMP802231,User_47840,Kanchipuram,Web Portal,"The street lights on the main road are not functioning, making it unsafe for commuters.",Electricity Issues,Medium,Open,2025-06-13,0.95
CMP802232,User_56287,Trichy,Web Portal,The sanitation workers are demanding extra money for regular waste collection.,Garbage & Sanitation Issues,Low,In Progress,2025-06-30,0.95
CMP802233,User_28181,Chennai,Web Portal,Requesting a new water connection for a newly constructed residential building.,Water Supply Issues,Low,Resolved,2025-03-07,0.95
CMP802234,User_58425,Coimbatore,Mobile App,"The public garbage bin is overflowing, and waste is scattered all over the street.",Garbage & Sanitation Issues,High,Resolved,2025-08-30,0.95
CMP802235,User_78472,Trichy,Call Center,I have received an abnormally high electricity bill despite minimal usage this month.,Electricity Issues,Medium,Open,2025-09-09,0.95
CMP802236,User_52206,Salem,Call Center,Monkeys have entered our residential area and are damaging roof tiles and tanks.,Animal & Wildlife Issues,High,Resolved,2025-11-13,0.95
CMP802237,User_74333,Salem,Call Center,"A major pipeline burst has occurred near the main junction, causing heavy water wastage.",Water Supply Issues,High,Resolved,2026-01-20,0.95
CMP802238,User_31415,Salem,Mobile App,High voltage fluctuations have damaged several electronic appliances in our house.,Electricity Issues,High,Resolved,2025-03-31,0.95
CMP802239,User_91641,Coimbatore,Call Center,It is very difficult to get an appointment for Aadhaar card correction in our zone.,Government Service Delivery Issues,Medium,Resolved,2025-03-12,0.95
CMP802240,User_65940,Chennai,Web Portal,There is a dispute regarding the boundary wall between two private properties.,General Administrative Department,Low,Open,2025-03-26,0.95
CMP802241,User_70035,Salem,Call Center,The local cemetery is overgrown with weeds and lacks proper fencing.,General Administrative Department,High,In Progress,2025-12-24,0.95
CMP802242,User_35376,Salem,Call Center,Wildlife from the nearby forest has entered the farm fields and destroyed crops.,Animal & Wildlife Issues,Medium,In Progress,2025-10-04,0.95
CMP802243,User_55915,Coimbatore,Call Center,Suspicious individuals have been seen wandering around the residential area lately.,Public Safety & Law Issues,High,In Progress,2025-08-10,0.95
CMP802244,User_17687,Salem,Mobile App,A poisonous snake was spotted in the garden of a house near the public park.,Animal & Wildlife Issues,Low,Resolved,2025-07-28,0.95
CMP802245,User_33630,Vellore,Web Portal,The bridge connecting the two villages has developed visible cracks on the pillars.,Road & Infrastructure Issues,Low,In Progress,2026-02-01,0.95
CMP802246,User_64244,Trichy,Mobile App,The trust managing the community hall is overcharging for local residents' bookings.,General Administrative Department,High,Resolved,2025-12-23,0.95
CMP802247,User_44440,Trichy,Call Center,Medical waste from a nearby clinic is being disposed of in the common dustbin.,Garbage & Sanitation Issues,High,Resolved,2025-06-03,0.95
CMP802248,User_37100,Coimbatore,Mobile App,Stagnant water on the road after rain is making the street impassable.,Road & Infrastructure Issues,Low,Open,2025-07-07,0.95
CMP802249,User_72222,Coimbatore,Web Portal,"A major pipeline burst has occurred near the main junction, causing heavy water wastage.",Water Supply Issues,Medium,Open,2025-06-18,0.95
CMP802250,User_81615,Chennai,Mobile App,There is a swarm of honeybees near the school entrance that needs to be removed.,Animal & Wildlife Issues,Medium,Resolved,2025-05-22,0.95
CMP802251,User_36838,Kanchipuram,Mobile App,A group of people are creating a nuisance by consuming alcohol in the public park.,Public Safety & Law Issues,Low,In Progress,2025-08-16,0.95
CMP802252,User_36754,Coimbatore,Call Center,Frequent unannounced power cuts are happening every two hours throughout the day.,Electricity Issues,High,In Progress,2025-10-21,0.95
CMP802253,User_31530,Chennai,Web Portal,The valve man has not turned on the supply at the scheduled morning time for a week.,Water Supply Issues,Medium,Resolved,2025-08-16,0.95
CMP802254,User_42174,Madurai,Mobile App,Requesting the shifting of an electric pole that is blocking the entrance to our gate.,Electricity Issues,High,In Progress,2025-10-07,0.95
CMP802255,User_86474,Erode,Web Portal,The birth certificate issued to me contains several spelling errors in the name.,Government Service Delivery Issues,Medium,In Progress,2025-07-30,0.95
CMP802256,User_35226,Trichy,Web Portal,A stray bull has damaged several parked cars in the market parking area.,Animal & Wildlife Issues,High,Resolved,2025-08-07,0.95
CMP802257,User_98436,Coimbatore,Web Portal,The roof of the government primary school is leaking heavily during the rains.,Education & School Issues,Medium,Open,2025-04-11,0.95
CMP802258,User_11390,Erode,Web Portal,"Several teacher posts are vacant in the high school, affecting the students' syllabus.",Education & School Issues,Low,Open,2025-11-25,0.95
CMP802259,User_26341,Chennai,Call Center,The officer in charge of the ration card section is always absent from his seat.,Government Service Delivery Issues,Low,Open,2026-01-07,0.95
CMP802260,User_56657,Kanchipuram,Call Center,There is a continuous leak in the public water tap located near the community park.,Water Supply Issues,Low,In Progress,2026-02-14,0.95
CMP802261,User_41789,Kanchipuram,Web Portal,Food provided to the patients in the general ward is of very poor quality.,Health & Medical Issues,Low,In Progress,2025-09-15,0.95
CMP802262,User_22212,Vellore,Web Portal,The cooling system in the hospital mortuary is not working properly.,Health & Medical Issues,Low,Resolved,2025-06-13,0.95
CMP802263,User_23994,Tirunelveli,Web Portal,Monkeys have entered our residential area and are damaging roof tiles and tanks.,Animal & Wildlife Issues,Medium,Resolved,2025-08-22,0.95
CMP802264,User_76134,Tirunelveli,Call Center,There is a dispute regarding the boundary wall between two private properties.,General Administrative Department,Medium,In Progress,2026-02-18,0.95
CMP802265,User_18731,Erode,Web Portal,There is a swarm of honeybees near the school entrance that needs to be removed.,Animal & Wildlife Issues,Low,In Progress,2025-07-30,0.95
CMP802266,User_29190,Thanjavur,Call Center,It is very difficult to get an appointment for Aadhaar card correction in our zone.,Government Service Delivery Issues,High,Resolved,2025-03-19,0.95
CMP802267,User_92356,Madurai,Mobile App,"The compound wall of the school has collapsed, allowing stray animals to enter.",Education & School Issues,Low,Resolved,2025-11-15,0.95
CMP802268,User_70743,Madurai,Web Portal,"Unauthorized motor pumps are being used by some residents, affecting the supply to others.",Water Supply Issues,High,Resolved,2025-04-07,0.95
CMP802269,User_76779,Tirunelveli,Mobile App,The power cable connecting to our house has snapped due to heavy winds.,Electricity Issues,Medium,In Progress,2025-08-29,0.95
CMP802270,User_58199,Vellore,Web Portal,A large pack of stray dogs is roaming the street and attacking pedestrians.,Animal & Wildlife Issues,Low,Resolved,2025-03-17,0.95
CMP802271,User_67657,Chennai,Call Center,"An open drainage line is blocked, causing sewage water to overflow onto the road.",Garbage & Sanitation Issues,Medium,In Progress,2025-06-08,0.95
CMP802272,User_29440,Tirunelveli,Call Center,The garbage collection truck has not visited our street for the last ten days.,Garbage & Sanitation Issues,Medium,In Progress,2025-12-26,0.95
CMP802273,User_26631,Salem,Mobile App,The power cable connecting to our house has snapped due to heavy winds.,Electricity Issues,Low,In Progress,2025-03-17,0.95
CMP802274,User_91985,Chennai,Call Center,High voltage fluctuations have damaged several electronic appliances in our house.,Electricity Issues,Low,Open,2025-12-21,0.95
CMP802275,User_27501,Trichy,Mobile App,"The main road is filled with deep potholes, causing frequent two-wheeler accidents.",Road & Infrastructure Issues,High,In Progress,2025-03-16,0.95
CMP802276,User_63579,Kanchipuram,Web Portal,Monkeys have entered our residential area and are damaging roof tiles and tanks.,Animal & Wildlife Issues,Low,Resolved,2026-02-13,0.95
CMP802277,User_86694,Erode,Web Portal,A dead stray animal is lying on the road and needs to be removed immediately.,Garbage & Sanitation Issues,High,Open,2025-05-31,0.95
CMP802278,User_87813,Coimbatore,Mobile App,Requesting regular police patrolling during the night to prevent house burglaries.,Public Safety & Law Issues,Low,Resolved,2025-08-06,0.95
CMP802279,User_54329,Madurai,Mobile App,There is a continuous leak in the public water tap located near the community park.,Water Supply Issues,Low,In Progress,2025-08-02,0.95
CMP802280,User_60956,Tirunelveli,Web Portal,"The water pressure is extremely low, making it impossible to fill overhead tanks.",Water Supply Issues,Low,Open,2025-09-08,0.95
CMP802281,User_85925,Coimbatore,Web Portal,Sewage water is getting mixed with the drinking water line due to a pipe crack.,Water Supply Issues,Low,Resolved,2026-02-01,0.95
CMP802282,User_16930,Thanjavur,Web Portal,A dead stray animal is lying on the road and needs to be removed immediately.,Garbage & Sanitation Issues,Low,Open,2025-05-16,0.95
CMP802283,User_11169,Tirunelveli,Mobile App,The CCTV cameras installed at the main junction are non-functional.,Public Safety & Law Issues,High,Open,2025-11-17,0.95
CMP802284,User_89235,Kanchipuram,Call Center,A group of people are creating a nuisance by consuming alcohol in the public park.,Public Safety & Law Issues,Medium,Open,2025-12-03,0.95
CMP802285,User_90939,Thanjavur,Call Center,My old age pension has stopped coming without any prior notice or reason.,Government Service Delivery Issues,High,Resolved,2026-02-19,0.95
CMP802286,User_74297,Tirunelveli,Web Portal,There is no clean drinking water facility for the students in the school building.,Education & School Issues,High,In Progress,2025-08-25,0.95
CMP802287,User_76756,Chennai,Call Center,The drainage covers on the side of the road are broken and dangerous for children.,Road & Infrastructure Issues,Medium,Resolved,2026-02-13,0.95
CMP802288,User_93165,Kanchipuram,Mobile App,"A portion of the pavement has collapsed, making it difficult for pedestrians to walk.",Road & Infrastructure Issues,High,In Progress,2025-03-21,0.95
CMP802289,User_66668,Kanchipuram,Mobile App,The management of the local temple is not maintaining the premises properly.,General Administrative Department,High,Resolved,2026-02-04,0.95
CMP802290,User_28349,Erode,Call Center,"The local water storage tank has not been cleaned in several months, posing a health risk.",Water Supply Issues,Low,In Progress,2026-01-15,0.95
CMP802291,User_62834,Vellore,Call Center,There is no clean drinking water facility for the students in the school building.,Education & School Issues,Low,Open,2026-01-13,0.95
CMP802292,User_69944,Trichy,Web Portal,"Rabid dogs have been sighted in the area, posing a danger to local residents.",Animal & Wildlife Issues,High,Resolved,2025-11-19,0.95
CMP802293,User_41916,Vellore,Call Center,A poisonous snake was spotted in the garden of a house near the public park.,Animal & Wildlife Issues,Low,In Progress,2025-08-10,0.95
CMP802294,User_58507,Chennai,Web Portal,The valve man has not turned on the supply at the scheduled morning time for a week.,Water Supply Issues,High,In Progress,2025-12-23,0.95
CMP802295,User_85631,Tirunelveli,Call Center,The power cable connecting to our house has snapped due to heavy winds.,Electricity Issues,Low,Open,2025-04-24,0.95
CMP802296,User_80305,Thanjavur,Web Portal,The power cable connecting to our house has snapped due to heavy winds.,Electricity Issues,High,Open,2025-05-06,0.95
CMP802297,User_34761,Kanchipuram,Call Center,Suspicious individuals have been seen wandering around the residential area lately.,Public Safety & Law Issues,High,Open,2025-10-21,0.95
CMP802298,User_53782,Madurai,Call Center,I have received an abnormally high electricity bill despite minimal usage this month.,Electricity Issues,Medium,In Progress,2025-12-10,0.95
CMP802299,User_37881,Erode,Mobile App,"The compound wall of the school has collapsed, allowing stray animals to enter.",Education & School Issues,Medium,Open,2025-03-16,0.95
CMP802300,User_75016,Kanchipuram,Web Portal,Suspicious individuals have been seen wandering around the residential area lately.,Public Safety & Law Issues,Low,In Progress,2025-09-15,0.95
CMP802301,User_97770,Erode,Mobile App,A local provision store has illegally extended its roof over the public drain.,General Administrative Department,Low,In Progress,2025-08-07,0.95
CMP802302,User_78016,Erode,Call Center,Sewage water is getting mixed with the drinking water line due to a pipe crack.,Water Supply Issues,High,Resolved,2025-05-30,0.95
CMP802303,User_99047,Coimbatore,Mobile App,Emergency ambulance service did not arrive even after several calls for an accident.,Health & Medical Issues,High,In Progress,2025-12-18,0.95
